,nb_children,nb_adults,type,size
931,1,2,two_parent_family,3
932,3,2,two_parent_family,5
933,0,4,two_parent_family,4
934,2,2,two_parent_family,4
935,1,3,two_parent_family,4
936,0,5,two_parent_family,5
937,1,2,two_parent_family,3
938,0,3,two_parent_family,3
939,4,2,two_parent_family,6
940,1,2,two_parent_family,3
941,1,2,two_parent_family,3
942,2,2,two_parent_family,4
943,4,2,two_parent_family,6
944,3,2,two_parent_family,5
945,1,2,two_parent_family,3
946,1,2,two_parent_family,3
947,0,3,two_parent_family,3
948,2,2,two_parent_family,4
949,1,2,two_parent_family,3
950,0,3,two_parent_family,3
951,1,2,two_parent_family,3
952,2,6,two_parent_family,8
953,0,3,two_parent_family,3
954,0,3,two_parent_family,3
955,1,5,two_parent_family,6
956,0,3,two_parent_family,3
957,0,3,two_parent_family,3
958,0,3,two_parent_family,3
959,0,4,two_parent_family,4
960,1,2,two_parent_family,3
961,0,6,two_parent_family,6
962,1,2,two_parent_family,3
963,7,3,two_parent_family,10
964,0,3,two_parent_family,3
965,2,2,two_parent_family,4
966,2,2,two_parent_family,4
967,1,2,two_parent_family,3
968,1,2,two_parent_family,3
969,1,2,two_parent_family,3
970,3,2,two_parent_family,5
971,1,2,two_parent_family,3
972,1,2,two_parent_family,3
973,1,2,two_parent_family,3
974,1,2,two_parent_family,3
975,2,2,two_parent_family,4
976,1,3,two_parent_family,4
977,1,2,two_parent_family,3
978,1,2,two_parent_family,3
979,2,2,two_parent_family,4
980,2,4,two_parent_family,6
981,2,2,two_parent_family,4
982,1,2,two_parent_family,3
983,2,2,two_parent_family,4
984,4,2,two_parent_family,6
985,1,2,two_parent_family,3
986,0,6,two_parent_family,6
987,2,2,two_parent_family,4
988,4,4,two_parent_family,8
989,0,4,two_parent_family,4
990,4,2,two_parent_family,6
991,2,2,two_parent_family,4
992,1,3,two_parent_family,4
993,2,2,two_parent_family,4
994,2,2,two_parent_family,4
995,0,4,two_parent_family,4
996,0,3,two_parent_family,3
997,0,3,two_parent_family,3
998,3,2,two_parent_family,5
999,0,3,two_parent_family,3
1000,0,3,two_parent_family,3
1001,1,2,two_parent_family,3
1002,0,3,two_parent_family,3
1003,1,2,two_parent_family,3
1004,1,5,two_parent_family,6
1005,4,2,two_parent_family,6
1006,1,2,two_parent_family,3
1007,3,2,two_parent_family,5
1008,0,3,two_parent_family,3
1009,3,2,two_parent_family,5
1010,1,5,two_parent_family,6
1011,3,2,two_parent_family,5
1012,2,2,two_parent_family,4
1013,2,2,two_parent_family,4
1014,1,9,two_parent_family,10
1015,0,3,two_parent_family,3
1016,0,3,two_parent_family,3
1017,3,2,two_parent_family,5
1018,0,3,two_parent_family,3
1019,1,3,two_parent_family,4
1020,2,2,two_parent_family,4
1021,1,2,two_parent_family,3
1022,1,2,two_parent_family,3
1023,1,2,two_parent_family,3
1024,3,2,two_parent_family,5
1025,2,2,two_parent_family,4
1026,2,2,two_parent_family,4
1027,4,2,two_parent_family,6
1028,1,2,two_parent_family,3
1029,1,2,two_parent_family,3
1030,1,2,two_parent_family,3
1031,2,2,two_parent_family,4
1032,1,2,two_parent_family,3
1033,3,2,two_parent_family,5
1034,1,4,two_parent_family,5
1035,3,2,two_parent_family,5
1036,1,2,two_parent_family,3
1037,1,2,two_parent_family,3
1038,2,2,two_parent_family,4
1039,1,2,two_parent_family,3
1040,0,4,two_parent_family,4
1041,0,3,two_parent_family,3
1042,7,2,two_parent_family,9
1043,3,2,two_parent_family,5
1044,2,2,two_parent_family,4
1045,0,3,two_parent_family,3
1046,1,2,two_parent_family,3
1047,2,2,two_parent_family,4
1048,1,3,two_parent_family,4
1049,3,3,two_parent_family,6
1050,2,2,two_parent_family,4
1051,1,2,two_parent_family,3
1052,1,2,two_parent_family,3
1053,1,2,two_parent_family,3
1054,1,2,two_parent_family,3
1055,0,3,two_parent_family,3
1056,0,4,two_parent_family,4
1057,1,4,two_parent_family,5
1058,0,3,two_parent_family,3
1059,0,4,two_parent_family,4
1060,1,2,two_parent_family,3
1061,3,2,two_parent_family,5
1062,1,2,two_parent_family,3
1063,2,3,two_parent_family,5
1064,1,2,two_parent_family,3
1065,2,2,two_parent_family,4
1066,0,3,two_parent_family,3
1067,1,5,two_parent_family,6
1068,0,4,two_parent_family,4
1069,2,2,two_parent_family,4
1070,2,2,two_parent_family,4
1071,1,2,two_parent_family,3
1072,3,2,two_parent_family,5
1073,1,2,two_parent_family,3
1074,0,3,two_parent_family,3
1075,0,6,two_parent_family,6
1076,1,2,two_parent_family,3
1077,4,2,two_parent_family,6
1078,2,2,two_parent_family,4
1079,1,2,two_parent_family,3
1080,1,2,two_parent_family,3
1081,0,3,two_parent_family,3
1082,7,2,two_parent_family,9
1083,0,3,two_parent_family,3
1084,1,2,two_parent_family,3
1085,1,2,two_parent_family,3
1086,2,2,two_parent_family,4
1087,0,4,two_parent_family,4
1088,0,3,two_parent_family,3
1089,1,3,two_parent_family,4
1090,1,2,two_parent_family,3
1091,0,3,two_parent_family,3
1092,3,2,two_parent_family,5
1093,1,2,two_parent_family,3
1094,1,2,two_parent_family,3
1095,3,2,two_parent_family,5
1096,2,2,two_parent_family,4
1097,2,2,two_parent_family,4
1098,3,2,two_parent_family,5
1099,0,6,two_parent_family,6
1100,2,2,two_parent_family,4
1101,1,2,two_parent_family,3
1102,1,2,two_parent_family,3
1103,1,3,two_parent_family,4
1104,0,4,two_parent_family,4
1105,2,2,two_parent_family,4
1106,0,3,two_parent_family,3
1107,3,2,two_parent_family,5
1108,0,3,two_parent_family,3
1109,2,2,two_parent_family,4
1110,0,3,two_parent_family,3
1111,2,2,two_parent_family,4
1112,1,2,two_parent_family,3
1113,2,3,two_parent_family,5
1114,1,2,two_parent_family,3
1115,1,4,two_parent_family,5
1116,0,3,two_parent_family,3
1117,1,2,two_parent_family,3
1118,3,2,two_parent_family,5
1119,1,2,two_parent_family,3
1120,2,2,two_parent_family,4
1121,0,3,two_parent_family,3
1122,4,2,two_parent_family,6
1123,1,2,two_parent_family,3
1124,1,2,two_parent_family,3
1125,1,2,two_parent_family,3
1126,6,3,two_parent_family,9
1127,4,2,two_parent_family,6
1128,2,2,two_parent_family,4
1129,0,3,two_parent_family,3
1130,0,3,two_parent_family,3
1131,1,2,two_parent_family,3
1132,0,3,two_parent_family,3
1133,1,2,two_parent_family,3
1134,3,2,two_parent_family,5
1135,1,2,two_parent_family,3
1136,0,3,two_parent_family,3
1137,1,2,two_parent_family,3
1138,0,3,two_parent_family,3
1139,0,4,two_parent_family,4
1140,1,2,two_parent_family,3
1141,3,2,two_parent_family,5
1142,1,2,two_parent_family,3
1143,1,2,two_parent_family,3
1144,0,3,two_parent_family,3
1145,0,3,two_parent_family,3
1146,1,2,two_parent_family,3
1147,3,2,two_parent_family,5
1148,1,2,two_parent_family,3
1149,1,2,two_parent_family,3
1150,1,2,two_parent_family,3
1151,2,2,two_parent_family,4
1152,1,2,two_parent_family,3
1153,1,2,two_parent_family,3
1154,3,2,two_parent_family,5
1155,1,2,two_parent_family,3
1156,1,2,two_parent_family,3
1157,1,2,two_parent_family,3
1158,2,2,two_parent_family,4
1159,1,2,two_parent_family,3
1160,1,2,two_parent_family,3
1161,2,2,two_parent_family,4
1162,1,3,two_parent_family,4
1163,1,2,two_parent_family,3
1164,0,4,two_parent_family,4
1165,3,2,two_parent_family,5
1166,1,2,two_parent_family,3
1167,1,2,two_parent_family,3
1168,1,2,two_parent_family,3
1169,2,2,two_parent_family,4
1170,1,2,two_parent_family,3
1171,2,3,two_parent_family,5
1172,1,2,two_parent_family,3
1173,1,2,two_parent_family,3
1174,4,2,two_parent_family,6
1175,3,3,two_parent_family,6
1176,4,2,two_parent_family,6
1177,1,2,two_parent_family,3
1178,0,3,two_parent_family,3
1179,0,3,two_parent_family,3
1180,2,2,two_parent_family,4
1181,2,2,two_parent_family,4
1182,2,2,two_parent_family,4
1183,1,3,two_parent_family,4
1184,0,3,two_parent_family,3
1185,0,5,two_parent_family,5
1186,1,4,two_parent_family,5
1187,2,2,two_parent_family,4
1188,0,6,two_parent_family,6
1189,3,2,two_parent_family,5
1190,2,2,two_parent_family,4
1191,3,2,two_parent_family,5
1192,1,2,two_parent_family,3
1193,0,3,two_parent_family,3
1194,3,2,two_parent_family,5
1195,1,2,two_parent_family,3
1196,4,2,two_parent_family,6
1197,1,2,two_parent_family,3
1198,2,2,two_parent_family,4
1199,1,2,two_parent_family,3
1200,2,2,two_parent_family,4
1201,0,4,two_parent_family,4
1202,2,2,two_parent_family,4
1203,2,2,two_parent_family,4
1204,1,2,two_parent_family,3
1205,2,2,two_parent_family,4
1206,1,2,two_parent_family,3
1207,1,2,two_parent_family,3
1208,1,2,two_parent_family,3
1209,0,3,two_parent_family,3
1210,2,5,two_parent_family,7
1211,1,2,two_parent_family,3
1212,1,2,two_parent_family,3
1213,2,2,two_parent_family,4
1214,1,2,two_parent_family,3
1215,1,2,two_parent_family,3
1216,0,4,two_parent_family,4
1217,1,2,two_parent_family,3
1218,0,3,two_parent_family,3
1219,1,2,two_parent_family,3
1220,1,2,two_parent_family,3
1221,2,2,two_parent_family,4
1222,0,3,two_parent_family,3
1223,0,3,two_parent_family,3
1224,1,2,two_parent_family,3
1225,3,2,two_parent_family,5
1226,4,2,two_parent_family,6
1227,1,3,two_parent_family,4
1228,1,2,two_parent_family,3
1229,2,2,two_parent_family,4
1230,0,4,two_parent_family,4
1231,1,2,two_parent_family,3
1232,1,2,two_parent_family,3
1233,1,2,two_parent_family,3
1234,2,2,two_parent_family,4
1235,1,3,two_parent_family,4
1236,0,3,two_parent_family,3
1237,2,2,two_parent_family,4
1238,2,2,two_parent_family,4
1239,0,3,two_parent_family,3
1240,1,2,two_parent_family,3
1241,0,3,two_parent_family,3
1242,0,4,two_parent_family,4
1243,0,4,two_parent_family,4
1244,2,2,two_parent_family,4
1245,0,3,two_parent_family,3
1246,1,2,two_parent_family,3
1247,0,3,two_parent_family,3
1248,2,2,two_parent_family,4
1249,1,2,two_parent_family,3
1250,0,3,two_parent_family,3
1251,1,2,two_parent_family,3
1252,2,2,two_parent_family,4
1253,1,2,two_parent_family,3
1254,3,2,two_parent_family,5
1255,1,2,two_parent_family,3
1256,0,3,two_parent_family,3
1257,2,2,two_parent_family,4
1258,1,2,two_parent_family,3
1259,0,3,two_parent_family,3
1260,1,2,two_parent_family,3
1261,1,2,two_parent_family,3
1262,0,3,two_parent_family,3
1263,1,2,two_parent_family,3
1264,1,3,two_parent_family,4
1265,0,3,two_parent_family,3
1266,2,2,two_parent_family,4
1267,1,4,two_parent_family,5
1268,1,2,two_parent_family,3
1269,2,2,two_parent_family,4
1270,1,2,two_parent_family,3
1271,1,2,two_parent_family,3
1272,0,5,two_parent_family,5
1273,1,2,two_parent_family,3
1274,1,2,two_parent_family,3
1275,1,2,two_parent_family,3
1276,1,2,two_parent_family,3
1277,2,2,two_parent_family,4
1278,2,2,two_parent_family,4
1279,0,4,two_parent_family,4
1280,1,3,two_parent_family,4
1281,1,2,two_parent_family,3
1282,2,2,two_parent_family,4
1283,1,2,two_parent_family,3
1284,0,3,two_parent_family,3
1285,1,2,two_parent_family,3
1286,3,2,two_parent_family,5
1287,1,2,two_parent_family,3
1288,1,2,two_parent_family,3
1289,2,2,two_parent_family,4
1290,1,4,two_parent_family,5
1291,1,2,two_parent_family,3
1292,2,2,two_parent_family,4
1293,1,2,two_parent_family,3
1294,0,4,two_parent_family,4
1295,1,3,two_parent_family,4
1296,0,3,two_parent_family,3
1297,0,3,two_parent_family,3
1298,0,3,two_parent_family,3
1299,0,3,two_parent_family,3
1300,1,2,two_parent_family,3
1301,8,2,two_parent_family,10
1302,1,4,two_parent_family,5
1303,0,3,two_parent_family,3
1304,1,2,two_parent_family,3
1305,1,2,two_parent_family,3
1306,1,2,two_parent_family,3
1307,1,2,two_parent_family,3
1308,0,3,two_parent_family,3
1309,1,5,two_parent_family,6
1310,0,3,two_parent_family,3
1311,1,2,two_parent_family,3
1312,2,2,two_parent_family,4
1313,3,2,two_parent_family,5
1314,1,2,two_parent_family,3
1315,1,2,two_parent_family,3
1316,0,4,two_parent_family,4
1317,2,3,two_parent_family,5
1318,1,2,two_parent_family,3
1319,2,2,two_parent_family,4
1320,1,2,two_parent_family,3
1321,1,2,two_parent_family,3
1322,0,4,two_parent_family,4
1323,1,2,two_parent_family,3
1324,2,2,two_parent_family,4
1325,1,2,two_parent_family,3
1326,0,4,two_parent_family,4
1327,1,2,two_parent_family,3
1328,2,2,two_parent_family,4
1329,0,5,two_parent_family,5
1330,0,5,two_parent_family,5
1331,2,2,two_parent_family,4
1332,2,3,two_parent_family,5
1333,0,3,two_parent_family,3
1334,1,3,two_parent_family,4
1335,1,4,two_parent_family,5
1336,3,2,two_parent_family,5
1337,1,2,two_parent_family,3
1338,0,3,two_parent_family,3
1339,1,2,two_parent_family,3
1340,1,2,two_parent_family,3
1341,1,2,two_parent_family,3
1342,0,4,two_parent_family,4
1343,1,2,two_parent_family,3
1344,4,2,two_parent_family,6
1345,0,4,two_parent_family,4
1346,1,2,two_parent_family,3
1347,2,2,two_parent_family,4
1348,3,2,two_parent_family,5
1349,3,2,two_parent_family,5
1350,2,2,two_parent_family,4
1351,1,2,two_parent_family,3
1352,2,2,two_parent_family,4
1353,1,2,two_parent_family,3
1354,1,2,two_parent_family,3
1355,0,3,two_parent_family,3
1356,1,3,two_parent_family,4
1357,2,2,two_parent_family,4
1358,0,5,two_parent_family,5
1359,1,3,two_parent_family,4
1360,2,2,two_parent_family,4
1361,0,3,two_parent_family,3
1362,0,3,two_parent_family,3
1363,0,3,two_parent_family,3
1364,4,2,two_parent_family,6
1365,1,2,two_parent_family,3
1366,1,2,two_parent_family,3
1367,3,2,two_parent_family,5
1368,2,2,two_parent_family,4
1369,6,2,two_parent_family,8
1370,1,2,two_parent_family,3
1371,1,2,two_parent_family,3
1372,0,3,two_parent_family,3
1373,2,2,two_parent_family,4
1374,1,2,two_parent_family,3
1375,0,3,two_parent_family,3
1376,1,2,two_parent_family,3
1377,1,2,two_parent_family,3
1378,0,3,two_parent_family,3
1379,0,3,two_parent_family,3
1380,0,3,two_parent_family,3
1381,0,3,two_parent_family,3
1382,0,4,two_parent_family,4
1383,1,2,two_parent_family,3
1384,0,3,two_parent_family,3
1385,3,2,two_parent_family,5
1386,2,2,two_parent_family,4
1387,1,2,two_parent_family,3
1388,0,3,two_parent_family,3
1389,4,2,two_parent_family,6
1390,1,2,two_parent_family,3
1391,1,2,two_parent_family,3
1392,1,2,two_parent_family,3
1393,0,3,two_parent_family,3
1394,3,2,two_parent_family,5
1395,0,4,two_parent_family,4
1396,0,3,two_parent_family,3
1397,3,3,two_parent_family,6
1398,1,2,two_parent_family,3
1399,2,2,two_parent_family,4
1400,3,3,two_parent_family,6
1401,0,4,two_parent_family,4
1402,1,2,two_parent_family,3
1403,1,2,two_parent_family,3
1404,1,2,two_parent_family,3
1405,5,2,two_parent_family,7
1406,2,2,two_parent_family,4
1407,2,2,two_parent_family,4
1408,2,3,two_parent_family,5
1409,0,4,two_parent_family,4
1410,0,3,two_parent_family,3
1411,0,4,two_parent_family,4
1412,1,2,two_parent_family,3
1413,1,2,two_parent_family,3
1414,2,2,two_parent_family,4
1415,2,2,two_parent_family,4
1416,1,2,two_parent_family,3
1417,0,3,two_parent_family,3
1418,0,3,two_parent_family,3
1419,1,2,two_parent_family,3
1420,1,2,two_parent_family,3
1421,6,2,two_parent_family,8
1422,1,3,two_parent_family,4
1423,1,3,two_parent_family,4
1424,1,2,two_parent_family,3
1425,0,3,two_parent_family,3
1426,1,2,two_parent_family,3
1427,0,3,two_parent_family,3
1428,0,3,two_parent_family,3
1429,1,2,two_parent_family,3
1430,0,3,two_parent_family,3
1431,0,3,two_parent_family,3
1432,0,3,two_parent_family,3
1433,1,2,two_parent_family,3
1434,0,3,two_parent_family,3
1435,1,2,two_parent_family,3
1436,1,2,two_parent_family,3
1437,0,3,two_parent_family,3
1438,1,3,two_parent_family,4
1439,2,2,two_parent_family,4
1440,1,2,two_parent_family,3
1441,1,2,two_parent_family,3
1442,0,3,two_parent_family,3
1443,1,2,two_parent_family,3
1444,0,4,two_parent_family,4
1445,3,2,two_parent_family,5
1446,7,4,two_parent_family,11
1447,2,2,two_parent_family,4
1448,6,2,two_parent_family,8
1449,2,2,two_parent_family,4
1450,5,2,two_parent_family,7
1451,0,3,two_parent_family,3
1452,2,2,two_parent_family,4
1453,2,2,two_parent_family,4
1454,0,3,two_parent_family,3
1455,2,3,two_parent_family,5
1456,2,2,two_parent_family,4
1457,2,2,two_parent_family,4
1458,0,3,two_parent_family,3
1459,2,2,two_parent_family,4
1460,2,2,two_parent_family,4
1461,0,3,two_parent_family,3
1462,1,2,two_parent_family,3
1463,2,2,two_parent_family,4
1464,1,2,two_parent_family,3
1465,1,4,two_parent_family,5
1466,0,4,two_parent_family,4
1467,0,5,two_parent_family,5
1468,4,2,two_parent_family,6
1469,2,2,two_parent_family,4
1470,1,3,two_parent_family,4
1471,1,2,two_parent_family,3
1472,0,3,two_parent_family,3
1473,1,2,two_parent_family,3
1474,2,2,two_parent_family,4
1475,2,2,two_parent_family,4
1476,3,2,two_parent_family,5
1477,1,2,two_parent_family,3
1478,1,3,two_parent_family,4
1479,2,5,two_parent_family,7
1480,0,3,two_parent_family,3
1481,0,3,two_parent_family,3
1482,3,2,two_parent_family,5
1483,3,2,two_parent_family,5
1484,4,2,two_parent_family,6
1485,0,3,two_parent_family,3
1486,0,3,two_parent_family,3
1487,1,3,two_parent_family,4
1488,2,2,two_parent_family,4
1489,1,3,two_parent_family,4
1490,1,2,two_parent_family,3
1491,2,2,two_parent_family,4
1492,0,3,two_parent_family,3
1493,2,2,two_parent_family,4
1494,0,3,two_parent_family,3
1495,0,3,two_parent_family,3
1496,1,2,two_parent_family,3
1497,2,2,two_parent_family,4
1498,1,3,two_parent_family,4
1499,3,2,two_parent_family,5
1500,0,3,two_parent_family,3
1501,1,2,two_parent_family,3
1502,2,2,two_parent_family,4
1503,2,2,two_parent_family,4
1504,0,3,two_parent_family,3
1505,2,2,two_parent_family,4
1506,2,2,two_parent_family,4
1507,0,3,two_parent_family,3
1508,3,2,two_parent_family,5
1509,1,2,two_parent_family,3
1510,1,2,two_parent_family,3
1511,1,2,two_parent_family,3
1512,1,2,two_parent_family,3
1513,0,3,two_parent_family,3
1514,3,2,two_parent_family,5
1515,1,2,two_parent_family,3
1516,0,3,two_parent_family,3
1517,4,2,two_parent_family,6
1518,1,2,two_parent_family,3
1519,0,3,two_parent_family,3
1520,1,2,two_parent_family,3
1521,4,2,two_parent_family,6
1522,1,2,two_parent_family,3
1523,0,3,two_parent_family,3
1524,2,6,two_parent_family,8
1525,0,3,two_parent_family,3
1526,0,3,two_parent_family,3
1527,2,2,two_parent_family,4
1528,2,2,two_parent_family,4
1529,0,6,two_parent_family,6
1530,1,2,two_parent_family,3
1531,2,4,two_parent_family,6
1532,1,2,two_parent_family,3
1533,0,3,two_parent_family,3
1534,2,2,two_parent_family,4
1535,2,4,two_parent_family,6
1536,2,2,two_parent_family,4
1537,1,2,two_parent_family,3
1538,1,2,two_parent_family,3
1539,1,2,two_parent_family,3
1540,0,3,two_parent_family,3
1541,1,2,two_parent_family,3
1542,1,2,two_parent_family,3
1543,1,2,two_parent_family,3
1544,1,2,two_parent_family,3
1545,1,3,two_parent_family,4
1546,1,2,two_parent_family,3
1547,2,2,two_parent_family,4
1548,3,2,two_parent_family,5
1549,0,3,two_parent_family,3
1550,3,2,two_parent_family,5
1551,5,2,two_parent_family,7
1552,3,2,two_parent_family,5
1553,1,2,two_parent_family,3
1554,5,2,two_parent_family,7
1555,2,2,two_parent_family,4
1556,1,2,two_parent_family,3
1557,1,3,two_parent_family,4
1558,5,2,two_parent_family,7
1559,2,2,two_parent_family,4
1560,1,2,two_parent_family,3
1561,2,2,two_parent_family,4
1562,1,2,two_parent_family,3
1563,3,3,two_parent_family,6
1564,1,2,two_parent_family,3
1565,2,2,two_parent_family,4
1566,2,2,two_parent_family,4
1567,1,2,two_parent_family,3
1568,1,2,two_parent_family,3
1569,2,2,two_parent_family,4
1570,3,2,two_parent_family,5
1571,0,3,two_parent_family,3
1572,2,2,two_parent_family,4
1573,0,3,two_parent_family,3
1574,0,3,two_parent_family,3
1575,1,2,two_parent_family,3
1576,0,3,two_parent_family,3
1577,2,2,two_parent_family,4
1578,0,3,two_parent_family,3
1579,1,2,two_parent_family,3
1580,0,3,two_parent_family,3
1581,3,2,two_parent_family,5
1582,5,2,two_parent_family,7
1583,2,2,two_parent_family,4
1584,1,2,two_parent_family,3
1585,1,2,two_parent_family,3
1586,2,2,two_parent_family,4
1587,2,2,two_parent_family,4
1588,0,4,two_parent_family,4
1589,0,3,two_parent_family,3
1590,2,2,two_parent_family,4
1591,1,2,two_parent_family,3
1592,2,3,two_parent_family,5
1593,2,2,two_parent_family,4
1594,1,2,two_parent_family,3
1595,0,3,two_parent_family,3
1596,2,2,two_parent_family,4
1597,3,2,two_parent_family,5
1598,0,3,two_parent_family,3
1599,4,2,two_parent_family,6
1600,1,2,two_parent_family,3
1601,1,3,two_parent_family,4
1602,0,4,two_parent_family,4
1603,0,3,two_parent_family,3
1604,0,3,two_parent_family,3
1605,0,4,two_parent_family,4
1606,1,2,two_parent_family,3
1607,0,3,two_parent_family,3
1608,1,2,two_parent_family,3
1609,1,5,two_parent_family,6
1610,1,2,two_parent_family,3
1611,5,2,two_parent_family,7
1612,1,2,two_parent_family,3
1613,1,3,two_parent_family,4
1614,1,2,two_parent_family,3
1615,0,3,two_parent_family,3
1616,2,2,two_parent_family,4
1617,0,3,two_parent_family,3
1618,0,3,two_parent_family,3
1619,1,2,two_parent_family,3
1620,1,3,two_parent_family,4
1621,1,5,two_parent_family,6
1622,3,3,two_parent_family,6
1623,1,2,two_parent_family,3
1624,1,2,two_parent_family,3
1625,0,3,two_parent_family,3
1626,2,2,two_parent_family,4
1627,1,2,two_parent_family,3
1628,0,4,two_parent_family,4
1629,2,2,two_parent_family,4
1630,3,2,two_parent_family,5
1631,3,2,two_parent_family,5
1632,1,2,two_parent_family,3
1633,0,3,two_parent_family,3
1634,2,2,two_parent_family,4
1635,0,3,two_parent_family,3
1636,1,2,two_parent_family,3
1637,2,4,two_parent_family,6
1638,0,3,two_parent_family,3
1639,0,3,two_parent_family,3
1640,0,3,two_parent_family,3
1641,0,6,two_parent_family,6
1642,3,5,two_parent_family,8
1643,2,2,two_parent_family,4
1644,1,2,two_parent_family,3
1645,0,3,two_parent_family,3
1646,2,2,two_parent_family,4
1647,4,2,two_parent_family,6
1648,2,2,two_parent_family,4
1649,2,2,two_parent_family,4
1650,8,2,two_parent_family,10
1651,0,4,two_parent_family,4
1652,2,2,two_parent_family,4
1653,1,2,two_parent_family,3
1654,5,2,two_parent_family,7
1655,1,2,two_parent_family,3
1656,1,2,two_parent_family,3
1657,5,2,two_parent_family,7
1658,1,2,two_parent_family,3
1659,1,2,two_parent_family,3
1660,2,2,two_parent_family,4
1661,1,2,two_parent_family,3
1662,1,2,two_parent_family,3
1663,4,2,two_parent_family,6
1664,2,2,two_parent_family,4
1665,0,3,two_parent_family,3
1666,1,2,two_parent_family,3
1667,2,4,two_parent_family,6
1668,2,3,two_parent_family,5
1669,1,2,two_parent_family,3
1670,4,2,two_parent_family,6
1671,0,3,two_parent_family,3
1672,2,2,two_parent_family,4
1673,0,5,two_parent_family,5
1674,1,3,two_parent_family,4
1675,1,2,two_parent_family,3
1676,3,2,two_parent_family,5
1677,1,2,two_parent_family,3
1678,0,3,two_parent_family,3
1679,1,2,two_parent_family,3
1680,3,2,two_parent_family,5
1681,0,3,two_parent_family,3
1682,1,3,two_parent_family,4
1683,1,2,two_parent_family,3
1684,0,3,two_parent_family,3
1685,4,3,two_parent_family,7
1686,0,3,two_parent_family,3
1687,0,3,two_parent_family,3
1688,0,3,two_parent_family,3
1689,3,2,two_parent_family,5
1690,0,3,two_parent_family,3
1691,2,2,two_parent_family,4
1692,0,5,two_parent_family,5
1693,4,2,two_parent_family,6
1694,2,2,two_parent_family,4
1695,0,3,two_parent_family,3
1696,1,2,two_parent_family,3
1697,0,3,two_parent_family,3
1698,2,2,two_parent_family,4
1699,0,4,two_parent_family,4
1700,1,2,two_parent_family,3
1701,2,2,two_parent_family,4
1702,2,2,two_parent_family,4
1703,1,2,two_parent_family,3
1704,6,2,two_parent_family,8
1705,1,2,two_parent_family,3
1706,1,2,two_parent_family,3
1707,0,3,two_parent_family,3
1708,2,2,two_parent_family,4
1709,1,2,two_parent_family,3
1710,3,2,two_parent_family,5
1711,0,3,two_parent_family,3
1712,2,2,two_parent_family,4
1713,1,1,single_parent_family,2
1714,1,1,single_parent_family,2
1715,1,1,single_parent_family,2
1716,1,1,single_parent_family,2
1717,1,1,single_parent_family,2
1718,1,1,single_parent_family,2
1719,1,1,single_parent_family,2
1720,1,1,single_parent_family,2
1721,1,1,single_parent_family,2
1722,1,1,single_parent_family,2
1723,1,1,single_parent_family,2
1724,1,1,single_parent_family,2
1725,1,1,single_parent_family,2
1726,1,1,single_parent_family,2
1727,1,1,single_parent_family,2
1728,1,1,single_parent_family,2
1729,1,1,single_parent_family,2
1730,1,1,single_parent_family,2
1731,1,1,single_parent_family,2
1732,1,1,single_parent_family,2
1733,1,1,single_parent_family,2
1734,1,1,single_parent_family,2
1735,1,1,single_parent_family,2
1736,1,1,single_parent_family,2
1737,1,1,single_parent_family,2
1738,1,1,single_parent_family,2
1739,1,1,single_parent_family,2
1740,1,1,single_parent_family,2
1741,1,1,single_parent_family,2
1742,1,1,single_parent_family,2
1743,1,1,single_parent_family,2
1744,1,1,single_parent_family,2
1745,1,1,single_parent_family,2
1746,1,1,single_parent_family,2
1747,1,1,single_parent_family,2
1748,1,1,single_parent_family,2
1749,1,1,single_parent_family,2
1750,1,1,single_parent_family,2
1751,1,1,single_parent_family,2
1752,1,1,single_parent_family,2
1753,1,1,single_parent_family,2
1754,1,1,single_parent_family,2
1755,1,1,single_parent_family,2
1756,1,1,single_parent_family,2
1757,1,1,single_parent_family,2
1758,1,1,single_parent_family,2
1759,1,1,single_parent_family,2
1760,1,1,single_parent_family,2
1761,1,1,single_parent_family,2
1762,1,1,single_parent_family,2
1763,1,1,single_parent_family,2
1764,1,1,single_parent_family,2
1765,1,1,single_parent_family,2
1766,1,1,single_parent_family,2
1767,1,1,single_parent_family,2
1768,1,1,single_parent_family,2
1769,1,1,single_parent_family,2
1770,1,1,single_parent_family,2
1771,1,1,single_parent_family,2
1772,1,1,single_parent_family,2
1773,1,1,single_parent_family,2
1774,1,1,single_parent_family,2
1775,1,1,single_parent_family,2
1776,1,1,single_parent_family,2
1777,1,1,single_parent_family,2
1778,1,1,single_parent_family,2
1779,1,1,single_parent_family,2
1780,1,1,single_parent_family,2
1781,1,1,single_parent_family,2
1782,1,1,single_parent_family,2
1783,1,1,single_parent_family,2
1784,1,1,single_parent_family,2
1785,1,1,single_parent_family,2
1786,1,1,single_parent_family,2
1787,1,1,single_parent_family,2
1788,1,1,single_parent_family,2
1789,1,1,single_parent_family,2
1790,1,1,single_parent_family,2
1791,1,1,single_parent_family,2
1792,1,1,single_parent_family,2
1793,1,1,single_parent_family,2
1794,1,1,single_parent_family,2
1795,1,1,single_parent_family,2
1796,1,1,single_parent_family,2
1797,1,1,single_parent_family,2
1798,1,1,single_parent_family,2
1799,1,1,single_parent_family,2
1800,1,1,single_parent_family,2
1801,1,1,single_parent_family,2
1802,1,1,single_parent_family,2
1803,1,1,single_parent_family,2
1804,1,1,single_parent_family,2
1805,1,1,single_parent_family,2
1806,1,1,single_parent_family,2
1807,1,1,single_parent_family,2
1808,1,1,single_parent_family,2
