household_id,adult_id,job_cat,pro_contacts,company_id
725,1784,Shops_other,12,70.0
725,1785,,0,
726,1786,Services_other,482,249.0
726,1787,Shops_other,14,41.0
727,1788,Shops_other,15,78.0
727,1789,,0,
727,1790,Services_other,722,34.0
728,1791,,0,
728,1792,,0,
728,1793,,0,
729,1794,Administration_schools,113,25.0
729,1795,Transportation,879,18.0
730,1796,Construction,2,11.0
730,1797,Indus_food,30,4.0
731,1798,Indus_other,70,34.0
731,1799,,0,
732,1800,,0,
732,1801,,0,
733,1802,Administration_schools,73,72.0
733,1803,Health,159,3.0
734,1804,Shops_other,15,26.0
734,1805,Administration_schools,120,61.0
735,1806,Indus_other,56,29.0
735,1807,,0,
736,1808,,0,
736,1809,Hotel_Restaurant,148,36.0
737,1810,Shops_other,2,70.0
737,1811,Shops_market_food,1,16.0
738,1812,Services_other,662,208.0
738,1813,Administration_schools,45,54.0
739,1814,,0,
739,1815,,0,
740,1816,Services_other,1313,156.0
740,1817,Health,159,1.0
741,1818,,0,
741,1819,Shops_other,5,116.0
741,1820,,0,
742,1821,Construction,1,80.0
742,1822,Services_other,367,171.0
743,1823,Administration_schools,94,12.0
743,1824,,0,
744,1825,Health,62,6.0
744,1826,,0,
745,1827,,0,
745,1828,,0,
745,1829,Services_other,998,101.0
746,1830,Construction,1,82.0
746,1831,Health,28,7.0
746,1832,Services_other,483,210.0
747,1833,Indus_other,73,10.0
747,1834,Indus_other,42,6.0
747,1835,,0,
747,1836,Administration_schools,77,44.0
747,1837,Services_other,381,104.0
748,1838,Hotel_Restaurant,103,27.0
748,1839,Administration_schools,118,28.0
749,1840,,0,
749,1841,Transportation,1240,17.0
749,1842,Administration_schools,30,40.0
750,1843,Administration_schools,41,63.0
750,1844,Transportation,1036,6.0
751,1845,,0,
751,1846,Construction,1,74.0
752,1847,Transportation,559,13.0
752,1848,,0,
752,1849,Services_other,856,211.0
752,1850,Services_other,1390,145.0
753,1851,Services_other,437,132.0
753,1852,,0,
754,1853,Shops_other,7,3.0
754,1854,Shops_other,6,53.0
754,1855,Administration_schools,16,78.0
755,1856,Construction,2,75.0
755,1857,Administration_schools,78,52.0
756,1858,,0,
756,1859,Health,100,3.0
757,1860,Administration_schools,118,6.0
757,1861,Indus_other,25,6.0
757,1862,,0,
758,1863,Administration_schools,33,41.0
758,1864,Health,68,5.0
758,1865,Construction,2,24.0
758,1866,Indus_food,51,9.0
759,1867,Administration_schools,66,63.0
759,1868,Services_other,725,156.0
760,1869,Hotel_Restaurant,44,20.0
760,1870,,0,
761,1871,Services_other,1495,197.0
761,1872,,0,
762,1873,,0,
762,1874,Administration_schools,78,0.0
763,1875,Indus_other,61,12.0
763,1876,Health,261,5.0
763,1877,Health,135,7.0
764,1878,Services_other,1347,102.0
764,1879,,0,
764,1880,Services_other,83,239.0
764,1881,Shops_other,15,36.0
765,1882,,0,
765,1883,,0,
765,1884,Shops_other,14,57.0
765,1885,Services_other,260,122.0
766,1886,Agriculture_fishing,2,44.0
766,1887,Shops_other,12,56.0
767,1888,Transportation,567,19.0
767,1889,Indus_other,58,28.0
767,1890,Services_other,986,42.0
768,1891,Indus_other,73,2.0
768,1892,,0,
768,1893,Transportation,1341,2.0
769,1894,Administration_schools,58,39.0
769,1895,Services_other,593,195.0
769,1896,Services_other,510,118.0
770,1897,Administration_schools,76,6.0
770,1898,Shops_other,2,55.0
771,1899,Construction,1,18.0
771,1900,,0,
772,1901,Administration_schools,52,38.0
772,1902,,0,
773,1903,Services_other,260,66.0
773,1904,Services_other,1113,22.0
773,1905,Indus_other,27,31.0
774,1906,Transportation,498,13.0
774,1907,Hotel_Restaurant,96,33.0
774,1908,Administration_schools,33,68.0
774,1909,Health,168,1.0
775,1910,Administration_schools,67,22.0
775,1911,,0,
775,1912,Administration_schools,122,26.0
776,1913,Administration_schools,92,32.0
776,1914,,0,
777,1915,Shops_other,4,92.0
777,1916,,0,
778,1917,Services_other,739,178.0
778,1918,,0,
779,1919,Administration_schools,15,22.0
779,1920,,0,
780,1921,,0,
780,1922,Indus_other,44,29.0
781,1923,Shops_other,11,27.0
781,1924,Services_other,630,111.0
782,1925,Services_other,728,248.0
782,1926,Services_other,819,41.0
783,1927,,0,
783,1928,Indus_other,56,29.0
783,1929,Shops_other,10,72.0
784,1930,Hotel_Restaurant,5,32.0
784,1931,Shops_other,5,13.0
784,1932,Services_other,4,166.0
785,1933,Services_other,603,168.0
785,1934,Shops_other,12,7.0
786,1935,Health,208,6.0
786,1936,Shops_other,15,91.0
787,1937,Health,253,1.0
787,1938,Transportation,102,0.0
787,1939,Health,122,7.0
788,1940,Transportation,163,17.0
788,1941,Shops_other,5,2.0
788,1942,,0,
789,1943,Indus_other,20,36.0
789,1944,Shops_other,6,100.0
790,1945,Administration_schools,110,78.0
790,1946,Indus_other,42,20.0
791,1947,Health,272,3.0
791,1948,Shops_other,2,37.0
792,1949,,0,
792,1950,,0,
793,1951,,0,
793,1952,Services_other,319,145.0
794,1953,,0,
794,1954,Hotel_Restaurant,100,27.0
795,1955,Administration_schools,37,15.0
795,1956,Transportation,841,7.0
796,1957,,0,
796,1958,Shops_other,8,40.0
796,1959,,0,
797,1960,,0,
797,1961,Administration_schools,144,22.0
798,1962,Services_other,1451,103.0
798,1963,Services_other,940,48.0
799,1964,Shops_other,13,26.0
799,1965,,0,
800,1966,,0,
800,1967,,0,
801,1968,,0,
801,1969,Shops_other,8,28.0
802,1970,,0,
802,1971,,0,
803,1972,,0,
803,1973,Construction,2,73.0
804,1974,Services_other,1162,247.0
804,1975,,0,
805,1976,,0,
805,1977,,0,
806,1978,,0,
806,1979,,0,
807,1980,Services_other,1344,17.0
807,1981,Shops_other,12,124.0
807,1982,Shops_other,2,35.0
808,1983,Construction,2,45.0
808,1984,,0,
809,1985,Transportation,624,6.0
809,1986,,0,
809,1987,,0,
810,1988,Construction,1,14.0
810,1989,,0,
810,1990,Health,233,2.0
811,1991,,0,
811,1992,Construction,2,26.0
811,1993,Services_other,1358,7.0
811,1994,Construction,2,65.0
812,1995,Shops_other,6,43.0
812,1996,Agriculture_fishing,0,9.0
812,1997,Health,226,4.0
813,1998,,0,
813,1999,Indus_other,29,24.0
814,2000,Hotel_Restaurant,55,16.0
814,2001,Hotel_Restaurant,37,34.0
815,2002,Services_other,501,4.0
815,2003,,0,
816,2004,Indus_other,36,38.0
816,2005,Indus_other,47,15.0
817,2006,Transportation,1344,8.0
817,2007,Agriculture_fishing,2,73.0
818,2008,,0,
818,2009,,0,
818,2010,Indus_food,29,5.0
818,2011,Administration_schools,40,43.0
819,2012,Administration_schools,70,34.0
819,2013,,0,
820,2014,Administration_schools,128,53.0
820,2015,Administration_schools,20,58.0
821,2016,Administration_schools,80,47.0
821,2017,,0,
822,2018,Shops_other,14,19.0
822,2019,,0,
823,2020,Construction,1,33.0
823,2021,Administration_schools,141,19.0
823,2022,Administration_schools,101,80.0
824,2023,Shops_other,11,87.0
824,2024,Services_other,54,30.0
825,2025,Services_other,358,116.0
825,2026,Transportation,1158,5.0
825,2027,,0,
826,2028,Administration_schools,33,45.0
826,2029,Administration_schools,50,65.0
827,2030,,0,
827,2031,Health,199,2.0
828,2032,,0,
828,2033,Services_other,172,92.0
829,2034,Health,243,7.0
829,2035,Services_other,1336,22.0
830,2036,,0,
830,2037,,0,
831,2038,Administration_schools,42,12.0
831,2039,,0,
832,2040,,0,
832,2041,,0,
833,2042,Hotel_Restaurant,141,35.0
833,2043,,0,
834,2044,Services_other,294,194.0
834,2045,Administration_schools,105,79.0
835,2046,Services_other,701,143.0
835,2047,Health,291,5.0
836,2048,Agriculture_fishing,2,36.0
836,2049,Shops_other,6,122.0
837,2050,,0,
837,2051,Health,219,4.0
837,2052,,0,
838,2053,,0,
838,2054,Administration_schools,140,43.0
839,2055,,0,
839,2056,Shops_other,4,20.0
840,2057,,0,
840,2058,,0,
841,2059,Transportation,7,6.0
841,2060,,0,
841,2061,,0,
841,2062,,0,
841,2063,,0,
842,2064,Transportation,137,18.0
842,2065,,0,
842,2066,Services_other,1302,151.0
842,2067,Services_other,781,130.0
843,2068,Services_other,165,47.0
843,2069,Services_other,1190,26.0
844,2070,Administration_schools,45,0.0
844,2071,Administration_schools,139,22.0
844,2072,Administration_schools,94,43.0
845,2073,Administration_schools,119,12.0
845,2074,Agriculture_fishing,1,36.0
845,2075,,0,
845,2076,Administration_schools,120,53.0
846,2077,,0,
846,2078,,0,
846,2079,Services_other,1017,67.0
846,2080,Agriculture_fishing,3,64.0
846,2081,Transportation,1113,0.0
847,2082,,0,
847,2083,Services_other,408,37.0
848,2084,,0,
848,2085,Construction,1,34.0
848,2086,Shops_other,3,54.0
849,2087,,0,
849,2088,,0,
850,2089,Administration_schools,74,80.0
850,2090,Transportation,726,16.0
850,2091,Hotel_Restaurant,65,21.0
850,2092,Services_other,572,120.0
851,2093,Services_other,1376,166.0
851,2094,Services_other,1155,212.0
851,2095,,0,
852,2096,Services_other,740,2.0
852,2097,,0,
853,2098,Shops_other,2,51.0
853,2099,,0,
854,2100,,0,
854,2101,,0,
855,2102,Shops_other,8,52.0
855,2103,Health,224,6.0
856,2104,Administration_schools,17,76.0
856,2105,Administration_schools,62,42.0
857,2106,,0,
857,2107,,0,
858,2108,Health,82,1.0
858,2109,,0,
859,2110,,0,
859,2111,Transportation,179,18.0
859,2112,Shops_other,14,9.0
859,2113,,0,
860,2114,Health,266,1.0
860,2115,,0,
861,2116,Indus_other,34,25.0
861,2117,Administration_schools,13,62.0
862,2118,Agriculture_fishing,1,44.0
862,2119,Indus_other,68,2.0
863,2120,Shops_other,14,93.0
863,2121,Shops_other,10,11.0
864,2122,Indus_other,52,16.0
864,2123,Hotel_Restaurant,139,23.0
865,2124,Services_other,1476,234.0
865,2125,Services_other,1038,212.0
865,2126,,0,
866,2127,,0,
866,2128,,0,
866,2129,Indus_food,71,9.0
866,2130,,0,
866,2131,Transportation,349,8.0
867,2132,Health,92,3.0
867,2133,Construction,2,26.0
867,2134,Health,165,5.0
868,2135,,0,
868,2136,,0,
869,2137,,0,
869,2138,,0,
870,2139,,0,
870,2140,,0,
871,2141,Services_other,89,207.0
871,2142,Hotel_Restaurant,11,41.0
871,2143,,0,
871,2144,,0,
872,2145,Health,241,0.0
872,2146,Shops_other,4,108.0
872,2147,Services_other,1180,163.0
873,2148,Hotel_Restaurant,116,13.0
873,2149,Construction,2,6.0
874,2150,Services_other,855,61.0
874,2151,,0,
874,2152,,0,
875,2153,Health,252,7.0
875,2154,,0,
875,2155,Services_other,456,36.0
876,2156,Services_other,1240,57.0
876,2157,Shops_other,14,45.0
877,2158,Indus_other,42,2.0
877,2159,Health,186,4.0
877,2160,Health,69,6.0
878,2161,Administration_schools,84,2.0
878,2162,Services_other,1261,116.0
879,2163,Administration_schools,51,54.0
879,2164,Administration_schools,142,37.0
879,2165,Services_other,63,38.0
879,2166,Administration_schools,76,62.0
879,2167,Administration_schools,85,37.0
880,2168,,0,
880,2169,,0,
880,2170,,0,
881,2171,,0,
881,2172,,0,
881,2173,Shops_other,9,124.0
882,2174,Administration_schools,36,16.0
882,2175,,0,
883,2176,Indus_other,16,6.0
883,2177,Health,246,1.0
884,2178,Administration_schools,136,44.0
884,2179,Services_other,1268,211.0
884,2180,Shops_other,14,23.0
885,2181,Construction,1,67.0
885,2182,Services_other,928,22.0
886,2183,Administration_schools,116,13.0
886,2184,Shops_other,13,35.0
886,2185,Indus_other,25,23.0
887,2186,Shops_other,2,8.0
887,2187,Shops_other,8,113.0
888,2188,Services_other,1065,178.0
888,2189,,0,
889,2190,,0,
889,2191,Health,42,6.0
890,2192,,0,
890,2193,Hotel_Restaurant,84,37.0
891,2194,,0,
891,2195,,0,
892,2196,Health,32,2.0
892,2197,,0,
893,2198,,0,
893,2199,,0,
894,2200,,0,
894,2201,Indus_other,16,33.0
895,2202,Administration_schools,67,75.0
895,2203,Services_other,573,73.0
895,2204,Services_other,667,37.0
895,2205,Services_other,360,161.0
896,2206,Services_other,204,84.0
896,2207,Administration_schools,113,72.0
897,2208,,0,
897,2209,Construction,3,45.0
897,2210,,0,
898,2211,Administration_schools,100,25.0
898,2212,Services_other,1430,100.0
898,2213,Health,238,3.0
899,2214,Construction,1,5.0
899,2215,,0,
900,2216,Administration_schools,40,19.0
900,2217,,0,
901,2218,Administration_schools,27,49.0
901,2219,Hotel_Restaurant,61,39.0
902,2220,Health,206,1.0
902,2221,,0,
903,2222,Services_other,1208,149.0
903,2223,Health,295,1.0
903,2224,Services_other,315,38.0
903,2225,Shops_other,6,116.0
904,2226,,0,
904,2227,,0,
905,2228,Indus_other,70,5.0
905,2229,,0,
906,2230,,0,
906,2231,,0,
906,2232,Administration_schools,112,18.0
907,2233,Administration_schools,108,50.0
907,2234,,0,
907,2235,Administration_schools,26,57.0
908,2236,Construction,0,21.0
908,2237,,0,
909,2238,,0,
909,2239,Indus_food,41,9.0
909,2240,,0,
910,2241,Administration_schools,9,77.0
910,2242,,0,
911,2243,,0,
911,2244,Services_other,261,63.0
912,2245,,0,
912,2246,Indus_other,16,22.0
913,2247,Services_other,811,210.0
913,2248,Indus_other,58,31.0
914,2249,Services_other,447,141.0
914,2250,,0,
914,2251,Agriculture_fishing,2,63.0
914,2252,Agriculture_fishing,1,90.0
915,2253,Administration_schools,33,77.0
915,2254,,0,
915,2255,Services_other,549,245.0
916,2256,Shops_other,4,61.0
916,2257,Services_other,829,225.0
917,2258,,0,
917,2259,,0,
917,2260,,0,
918,2261,Services_other,1439,9.0
918,2262,,0,
919,2263,Administration_schools,103,52.0
919,2264,,0,
920,2265,,0,
920,2266,Health,145,2.0
920,2267,Services_other,690,147.0
920,2268,Indus_other,44,14.0
921,2269,,0,
921,2270,Agriculture_fishing,2,71.0
922,2271,,0,
922,2272,Transportation,1439,13.0
923,2273,Transportation,501,12.0
923,2274,,0,
924,2275,Transportation,318,17.0
924,2276,,0,
925,2277,Services_other,1159,143.0
925,2278,Administration_schools,31,36.0
925,2279,,0,
926,2280,Construction,3,48.0
926,2281,,0,
927,2282,Shops_other,15,62.0
927,2283,Indus_other,44,39.0
928,2284,,0,
928,2285,Indus_other,66,12.0
929,2286,Agriculture_fishing,1,81.0
929,2287,Administration_schools,139,67.0
929,2288,,0,
930,2289,,0,
930,2290,,0,
931,2291,Services_other,1285,151.0
931,2292,,0,
932,2293,Services_other,1093,76.0
932,2294,Administration_schools,57,18.0
933,2295,Shops_other,0,67.0
933,2296,Administration_schools,110,10.0
933,2297,,0,
933,2298,Shops_other,2,99.0
934,2299,Construction,1,2.0
934,2300,Indus_other,65,35.0
935,2301,Health,275,8.0
935,2302,Indus_other,55,21.0
935,2303,Indus_other,74,40.0
936,2304,Shops_other,7,123.0
936,2305,Administration_schools,112,38.0
936,2306,Indus_other,24,26.0
936,2307,Services_other,421,94.0
936,2308,,0,
937,2309,,0,
937,2310,,0,
938,2311,Transportation,425,2.0
938,2312,,0,
938,2313,,0,
939,2314,Services_other,648,179.0
939,2315,Transportation,187,12.0
940,2316,Services_other,1100,247.0
940,2317,Services_other,68,160.0
941,2318,,0,
941,2319,Construction,2,1.0
942,2320,Services_other,1310,133.0
942,2321,,0,
943,2322,,0,
943,2323,Administration_schools,47,55.0
944,2324,Administration_schools,92,45.0
944,2325,,0,
945,2326,Services_other,665,234.0
945,2327,Health,174,1.0
946,2328,Services_other,92,58.0
946,2329,Services_other,250,111.0
947,2330,Services_other,334,67.0
947,2331,Health,30,4.0
947,2332,Administration_schools,33,12.0
948,2333,Administration_schools,37,76.0
948,2334,Services_other,669,47.0
949,2335,,0,
949,2336,Indus_other,39,16.0
950,2337,,0,
950,2338,Shops_other,12,28.0
950,2339,Services_other,1036,126.0
951,2340,,0,
951,2341,Administration_schools,113,35.0
952,2342,Services_other,1020,80.0
952,2343,Administration_schools,60,27.0
952,2344,Construction,2,40.0
952,2345,Administration_schools,130,20.0
952,2346,Indus_other,60,11.0
952,2347,Indus_food,39,5.0
953,2348,,0,
953,2349,Indus_food,31,4.0
953,2350,,0,
954,2351,,0,
954,2352,,0,
954,2353,Services_other,845,44.0
955,2354,Health,241,6.0
955,2355,Administration_schools,50,37.0
955,2356,Health,240,2.0
955,2357,,0,
955,2358,,0,
956,2359,Transportation,638,17.0
956,2360,Services_other,1078,166.0
956,2361,Transportation,592,9.0
957,2362,Transportation,293,9.0
957,2363,Shops_other,9,102.0
957,2364,,0,
958,2365,,0,
958,2366,,0,
958,2367,Administration_schools,134,49.0
959,2368,Administration_schools,87,5.0
959,2369,,0,
959,2370,Indus_other,53,22.0
959,2371,Agriculture_fishing,2,1.0
960,2372,Services_other,579,73.0
960,2373,,0,
961,2374,,0,
961,2375,Indus_food,32,8.0
961,2376,Shops_other,6,73.0
961,2377,Health,188,2.0
961,2378,Shops_other,15,80.0
961,2379,Construction,2,21.0
962,2380,Administration_schools,51,45.0
962,2381,Indus_food,60,9.0
963,2382,,0,
963,2383,,0,
963,2384,Administration_schools,49,40.0
964,2385,Administration_schools,29,50.0
964,2386,Indus_other,63,21.0
964,2387,Hotel_Restaurant,142,16.0
965,2388,Shops_other,14,107.0
965,2389,,0,
966,2390,,0,
966,2391,Administration_schools,24,59.0
967,2392,,0,
967,2393,,0,
968,2394,Hotel_Restaurant,5,18.0
968,2395,Health,34,8.0
969,2396,Health,83,2.0
969,2397,Shops_other,10,52.0
970,2398,,0,
970,2399,,0,
971,2400,,0,
971,2401,Administration_schools,49,13.0
972,2402,,0,
972,2403,Shops_other,8,14.0
973,2404,Transportation,1414,18.0
973,2405,Services_other,563,189.0
974,2406,Indus_other,19,34.0
974,2407,Indus_other,43,32.0
975,2408,,0,
975,2409,,0,
976,2410,,0,
976,2411,Administration_schools,41,25.0
976,2412,,0,
977,2413,Services_other,316,247.0
977,2414,Shops_other,2,106.0
978,2415,,0,
978,2416,Administration_schools,63,29.0
979,2417,,0,
979,2418,Hotel_Restaurant,9,2.0
980,2419,,0,
980,2420,Construction,2,13.0
980,2421,,0,
980,2422,Administration_schools,142,36.0
981,2423,Services_other,888,211.0
981,2424,Services_other,1150,69.0
982,2425,,0,
982,2426,Transportation,419,8.0
983,2427,,0,
983,2428,,0,
984,2429,,0,
984,2430,Services_other,324,12.0
985,2431,Health,108,3.0
985,2432,Services_other,55,40.0
986,2433,,0,
986,2434,Services_other,475,16.0
986,2435,Hotel_Restaurant,139,26.0
986,2436,Indus_food,74,6.0
986,2437,Transportation,99,10.0
986,2438,Shops_other,3,52.0
987,2439,,0,
987,2440,,0,
988,2441,,0,
988,2442,Construction,1,28.0
988,2443,,0,
988,2444,Services_other,815,91.0
989,2445,Services_other,1193,158.0
989,2446,Services_other,168,240.0
989,2447,Administration_schools,62,43.0
989,2448,Health,189,3.0
990,2449,,0,
990,2450,,0,
991,2451,,0,
991,2452,Indus_food,63,7.0
992,2453,Indus_other,25,34.0
992,2454,Indus_other,46,17.0
992,2455,Services_other,383,110.0
993,2456,Services_other,664,190.0
993,2457,Construction,1,44.0
994,2458,Construction,2,40.0
994,2459,Indus_other,20,36.0
995,2460,Administration_schools,80,39.0
995,2461,Services_other,457,145.0
995,2462,Indus_other,21,7.0
995,2463,,0,
996,2464,,0,
996,2465,,0,
996,2466,Health,138,3.0
997,2467,,0,
997,2468,,0,
997,2469,,0,
998,2470,,0,
998,2471,Hotel_Restaurant,68,41.0
999,2472,,0,
999,2473,,0,
999,2474,Health,176,7.0
1000,2475,,0,
1000,2476,Shops_other,2,7.0
1000,2477,Indus_other,25,8.0
1001,2478,,0,
1001,2479,Services_other,590,91.0
1002,2480,Indus_other,40,25.0
1002,2481,Transportation,1248,8.0
1002,2482,Services_other,737,240.0
1003,2483,Services_other,196,188.0
1003,2484,,0,
1004,2485,,0,
1004,2486,Indus_other,54,20.0
1004,2487,,0,
1004,2488,Shops_other,12,103.0
1004,2489,Services_other,1261,72.0
1005,2490,Services_other,1221,44.0
1005,2491,Administration_schools,138,39.0
1006,2492,Administration_schools,52,72.0
1006,2493,Administration_schools,27,78.0
1007,2494,Administration_schools,117,17.0
1007,2495,,0,
1008,2496,Indus_other,74,5.0
1008,2497,Construction,2,13.0
1008,2498,Shops_other,8,43.0
1009,2499,Services_other,1290,221.0
1009,2500,Indus_food,18,8.0
1010,2501,Agriculture_fishing,2,39.0
1010,2502,Shops_other,10,20.0
1010,2503,,0,
1010,2504,,0,
1010,2505,Administration_schools,94,22.0
1011,2506,,0,
1011,2507,Administration_schools,116,64.0
1012,2508,,0,
1012,2509,,0,
1013,2510,,0,
1013,2511,Agriculture_fishing,3,33.0
1014,2512,Shops_other,3,85.0
1014,2513,Shops_other,14,100.0
1014,2514,,0,
1014,2515,,0,
1014,2516,Administration_schools,40,64.0
1014,2517,Administration_schools,68,36.0
1014,2518,Services_other,39,156.0
1014,2519,Administration_schools,63,17.0
1014,2520,Indus_other,58,1.0
1015,2521,,0,
1015,2522,,0,
1015,2523,Construction,3,36.0
1016,2524,Services_other,1485,58.0
1016,2525,Hotel_Restaurant,8,21.0
1016,2526,Services_other,750,30.0
1017,2527,Services_other,896,31.0
1017,2528,Administration_schools,34,79.0
1018,2529,Services_other,807,79.0
1018,2530,Indus_other,74,17.0
1018,2531,Services_other,712,137.0
1019,2532,,0,
1019,2533,,0,
1019,2534,Services_other,1068,69.0
1020,2535,,0,
1020,2536,Services_other,1319,174.0
1021,2537,Construction,3,21.0
1021,2538,Services_other,1115,17.0
1022,2539,Services_other,953,177.0
1022,2540,,0,
1023,2541,,0,
1023,2542,,0,
1024,2543,,0,
1024,2544,Administration_schools,66,2.0
1025,2545,Services_other,1107,13.0
1025,2546,,0,
1026,2547,,0,
1026,2548,,0,
1027,2549,Indus_other,48,35.0
1027,2550,Health,229,6.0
1028,2551,Indus_food,49,7.0
1028,2552,Shops_other,4,40.0
1029,2553,Transportation,722,16.0
1029,2554,Indus_other,38,34.0
1030,2555,Transportation,139,2.0
1030,2556,Shops_other,2,117.0
1031,2557,Services_other,1391,167.0
1031,2558,Administration_schools,83,71.0
1032,2559,Indus_other,48,31.0
1032,2560,Services_other,249,158.0
1033,2561,Transportation,1462,18.0
1033,2562,,0,
1034,2563,,0,
1034,2564,Administration_schools,87,75.0
1034,2565,Administration_schools,10,12.0
1034,2566,Agriculture_fishing,2,38.0
1035,2567,,0,
1035,2568,Administration_schools,8,77.0
1036,2569,Indus_other,34,37.0
1036,2570,,0,
1037,2571,Services_other,243,212.0
1037,2572,Administration_schools,108,72.0
1038,2573,,0,
1038,2574,,0,
1039,2575,Administration_schools,50,46.0
1039,2576,,0,
1040,2577,,0,
1040,2578,,0,
1040,2579,,0,
1040,2580,,0,
1041,2581,,0,
1041,2582,,0,
1041,2583,Indus_other,41,5.0
1042,2584,Services_other,481,39.0
1042,2585,Agriculture_fishing,3,93.0
1043,2586,Construction,1,0.0
1043,2587,Services_other,1265,162.0
1044,2588,Shops_other,12,7.0
1044,2589,,0,
1045,2590,Shops_other,2,92.0
1045,2591,Indus_other,27,16.0
1045,2592,,0,
1046,2593,,0,
1046,2594,Administration_schools,17,50.0
1047,2595,,0,
1047,2596,Transportation,839,16.0
1048,2597,,0,
1048,2598,Services_other,464,192.0
1048,2599,Services_other,1021,57.0
1049,2600,Indus_other,43,1.0
1049,2601,Transportation,372,4.0
1049,2602,,0,
1050,2603,Shops_other,8,12.0
1050,2604,,0,
1051,2605,Construction,3,10.0
1051,2606,Administration_schools,102,49.0
1052,2607,Shops_market_food,1,20.0
1052,2608,Administration_schools,119,37.0
1053,2609,Administration_schools,78,17.0
1053,2610,,0,
1054,2611,,0,
1054,2612,Health,9,2.0
1055,2613,Administration_schools,133,30.0
1055,2614,,0,
1055,2615,,0,
1056,2616,,0,
1056,2617,Indus_food,66,2.0
1056,2618,Construction,2,22.0
1056,2619,Transportation,820,16.0
1057,2620,Indus_food,65,7.0
1057,2621,Services_other,835,49.0
1057,2622,Health,206,6.0
1057,2623,Indus_other,33,13.0
1058,2624,Services_other,596,216.0
1058,2625,,0,
1058,2626,,0,
1059,2627,,0,
1059,2628,Administration_schools,36,0.0
1059,2629,Indus_other,50,33.0
1059,2630,,0,
1060,2631,Shops_other,5,49.0
1060,2632,Indus_food,24,0.0
1061,2633,,0,
1061,2634,,0,
1062,2635,,0,
1062,2636,Construction,1,40.0
1063,2637,,0,
1063,2638,,0,
1063,2639,,0,
1064,2640,,0,
1064,2641,Administration_schools,80,28.0
1065,2642,Services_other,304,58.0
1065,2643,,0,
1066,2644,Transportation,907,15.0
1066,2645,Health,115,7.0
1066,2646,Health,187,4.0
1067,2647,Shops_other,1,19.0
1067,2648,,0,
1067,2649,Agriculture_fishing,1,89.0
1067,2650,,0,
1067,2651,Services_other,908,132.0
1068,2652,,0,
1068,2653,,0,
1068,2654,,0,
1068,2655,Services_other,261,177.0
1069,2656,,0,
1069,2657,Administration_schools,142,61.0
1070,2658,Services_other,540,156.0
1070,2659,Construction,1,44.0
1071,2660,Indus_food,64,2.0
1071,2661,,0,
1072,2662,,0,
1072,2663,Indus_other,72,7.0
1073,2664,Administration_schools,58,1.0
1073,2665,Shops_other,11,36.0
1074,2666,Health,58,8.0
1074,2667,Health,261,0.0
1074,2668,,0,
1075,2669,,0,
1075,2670,,0,
1075,2671,,0,
1075,2672,Hotel_Restaurant,90,38.0
1075,2673,Services_other,247,211.0
1075,2674,,0,
1076,2675,Administration_schools,104,16.0
1076,2676,,0,
1077,2677,Services_other,1094,21.0
1077,2678,Health,247,4.0
1078,2679,Shops_other,8,68.0
1078,2680,Services_other,83,113.0
1079,2681,,0,
1079,2682,,0,
1080,2683,Indus_other,38,30.0
1080,2684,Shops_other,12,89.0
1081,2685,,0,
1081,2686,Construction,2,69.0
1081,2687,Health,119,6.0
1082,2688,Health,242,1.0
1082,2689,Administration_schools,14,48.0
1083,2690,Health,116,4.0
1083,2691,Construction,1,69.0
1083,2692,Indus_food,16,4.0
1084,2693,,0,
1084,2694,Shops_other,8,68.0
1085,2695,Services_other,829,188.0
1085,2696,,0,
1086,2697,,0,
1086,2698,,0,
1087,2699,Services_other,1317,250.0
1087,2700,Administration_schools,35,80.0
1087,2701,Construction,1,40.0
1087,2702,,0,
1088,2703,Shops_other,2,34.0
1088,2704,Services_other,998,155.0
1088,2705,Shops_other,0,18.0
1089,2706,,0,
1089,2707,Administration_schools,85,11.0
1089,2708,Administration_schools,122,55.0
1090,2709,,0,
1090,2710,,0,
1091,2711,,0,
1091,2712,Shops_other,5,86.0
1091,2713,Health,242,7.0
1092,2714,Construction,3,23.0
1092,2715,Services_other,1136,212.0
1093,2716,Administration_schools,17,6.0
1093,2717,Services_other,1186,240.0
1094,2718,Administration_schools,39,60.0
1094,2719,,0,
1095,2720,Construction,2,28.0
1095,2721,Services_other,891,123.0
1096,2722,,0,
1096,2723,Administration_schools,49,14.0
1097,2724,Shops_other,9,88.0
1097,2725,,0,
1098,2726,Construction,1,57.0
1098,2727,Services_other,691,249.0
1099,2728,,0,
1099,2729,,0,
1099,2730,,0,
1099,2731,,0,
1099,2732,Shops_other,12,36.0
1099,2733,Services_other,1180,92.0
1100,2734,Health,102,1.0
1100,2735,Services_other,261,99.0
1101,2736,,0,
1101,2737,,0,
1102,2738,Administration_schools,103,77.0
1102,2739,Construction,1,13.0
1103,2740,Indus_other,16,30.0
1103,2741,Administration_schools,106,16.0
1103,2742,,0,
1104,2743,Indus_food,38,0.0
1104,2744,,0,
1104,2745,Services_other,679,179.0
1104,2746,,0,
1105,2747,Health,206,7.0
1105,2748,Agriculture_fishing,1,26.0
1106,2749,,0,
1106,2750,,0,
1106,2751,,0,
1107,2752,Shops_other,14,113.0
1107,2753,Transportation,654,8.0
1108,2754,Services_other,266,210.0
1108,2755,Indus_other,31,8.0
